,pos,count,entity
8934,N,1,Commitment
8935,A,2,deductible
8936,A,4,Easy
8937,N,1,Dinners
8938,^,3,Sam's
8939,A,3,conscious
8940,^,1,addThank
8941,N,2,equivalents
8942,N,2,tempeh
8943,N,3,tofu
8944,N,2,helpings
8945,^,1,Boneless
8946,N,1,stir-fries
8947,N,1,subsides
8948,N,1,pangs
8949,N,1,stash
8950,N,7,salsa
8951,N,1,Baby
8952,^,1,jicama
8953,N,2,notebook
8954,A,1,restless
8955,N,1,urge
8956,A,1,Extra
8957,N,1,courtesy
8958,N,1,Girl
8959,^,1,Healthline’s
8960,^,1,Healthlinewill
8961,N,1,judgement
8962,A,1,whole-milk
8963,A,1,full-fat
8964,N,1,spit
8965,N,2,Quest
8966,N,3,Diagnostics
8967,N,4,labs
8968,^,2,Endo
8969,A,2,efficient
8970,A,1,irritable
8971,N,2,starch/whole
8972,N,8,Control
8973,N,3,self-care
8974,^,1,Standard
8975,N,1,BARLEY
8976,A,1,lowest-glycemic
8977,N,1,pearl
8978,N,1,beta-glucan
8979,N,1,hull-less
8980,^,1,dLife
8981,N,1,Iceberg
8982,A,7,pretty
8983,N,1,void
8984,N,1,punch
8985,A,1,EASTERN
8986,N,2,HEART
8987,N,4,Thoughts
8988,N,441,can
8989,N,1,Self-pity
8990,A,1,quickest
8991,A,3,uncluttered
8992,N,1,slipper
8993,N,1,Disability
8994,N,1,bunions
8995,A,1,craziest/
8996,^,1,Steel
8997,^,5,Cut
8998,^,3,Oatmeal
8999,^,1,Oat
9000,^,1,Groats
9001,^,1,Atkins
9002,N,1,suit
9003,^,1,HHNS
9004,^,2,labwork
9005,N,1,Anyways
9006,^,2,bp
9007,N,4,med
9008,^,1,glyburide
9009,N,1,bsl
9010,N,1,seizures
9011,N,1,powerhouse
9012,N,1,cruciferous
9013,A,1,Cute
9014,N,4,bs
9015,A,1,midweek
9016,N,1,QUESTION
9017,N,4,guys
9018,A,1,suppose
9019,A,3,reliable
9020,N,6,ID
9021,A,2,shy
9022,A,1,50th
9023,N,1,BDay
9024,^,1,Choles
9025,N,2,hosp
9026,A,1,free/low
9027,A,1,outrageous
9028,N,1,broil
9029,A,1,Cooler
9030,N,1,rerun
9031,A,1,common-sense
9032,N,1,suger
9033,N,1,scams
9034,N,1,buck
9035,N,1,butters
9036,N,2,set-back
9037,N,2,engine
9038,N,1,Grams
9039,N,2,Cookbook
9040,N,1,cookbooks
9041,N,1,Tricks
9042,N,2,starvation
9043,A,2,high-fructose
9044,N,3,Spice
9045,A,1,jalapeño
9046,A,1,Contrary
9047,N,31,think
9048,N,1,glucose-lowering
9049,N,1,sulfonylureas
9050,N,2,dizziness
9051,N,1,heartbeat
9052,N,1,results/lower
9053,A,1,Motivational
9054,A,1,frightening
9055,N,21,reach
9056,N,2,planner
9057,N,1,TRACK
9058,N,1,solver
9059,N,1,co-workers
9060,N,1,SUPPORT
9061,N,1,SYSTEM
9062,N,1,listeners
9063,N,1,community-based
9064,N,2,populations
9065,^,1,Latinos
9066,A,4,Native
9067,N,1,DEAL
9068,A,1,EMOTIONAL
9069,N,1,ISSUES
9070,A,2,unusual
9071,A,1,unfair
9072,N,1,TEAM
9073,N,1,MOTIVATIONAL
9074,N,1,COACH
9075,A,2,written
9076,N,1,veteran
9077,N,1,RESOURCES
9078,N,1,Websites
9079,N,2,Educators
9080,N,1,Magazines
9081,N,1,Self-Management
9082,N,2,Books
9083,^,1,Dietetic
9084,^,1,Hayes
9085,N,1,Planner
9086,^,1,Jaynie
9087,^,1,Higgins
9088,^,1,Julie
9089,^,1,Wanner
9090,^,1,Rossetti
9091,^,1,Bob
9092,^,1,Greene
9093,A,1,Older
9094,N,1,Adult
9095,^,1,Medha
9096,^,1,Munshi
9097,N,1,REFERENCES
9098,^,1,#Diwali
9099,N,1,barbecue
9100,A,1,low-salt
9101,N,1,Aerosol
9102,A,2,unrealistic
9103,N,1,non-aerosol
9104,^,1,Canola
9105,N,1,spritzing
9106,N,2,Spices
9107,^,11,Inc
9108,N,2,dba
9109,^,3,Spicely
9110,^,3,Organics
9111,^,2,Fremont
9112,^,4,CA
9113,N,3,Tarragon
9114,N,3,organism
9115,N,1,quotient
9116,N,2,tongue
9117,A,1,Mild
9118,^,2,Pp
9119,^,3,TIA
9120,A,4,eminent
9121,N,2,editor
9122,^,1,Thu
9123,^,2,OAJED
9124,N,1,reputation
9125,N,1,distinction
9126,N,1,biography
9127,N,1,C.V
9128,N,1,passport
9129,N,1,display
9130,N,2,credits
9131,^,1,Daisy
9132,N,10,l
9133,^,1,Hits
9134,^,1,Alaska
9135,^,2,Arizona
9136,^,1,Hawaii
9137,^,1,Kansas
9138,^,1,Maryland
9139,^,1,Minnesota
9140,^,1,Nevada
9141,^,2,York
9142,^,1,Virginia
9143,N,1,e-commerce
9144,N,1,caps
9145,N,1,marks
9146,N,1,consists
9147,^,11,Omega-3
9148,^,2,Omega-6
9149,N,2,trans-fat
9150,A,1,deep-fried
9151,N,1,doughnuts
9152,A,6,horrible
9153,^,1,Hba1c
9154,N,1,shin
9155,N,1,relaxer
9156,N,1,Vicodin
9157,N,1,pred
9158,N,1,FELLOW
9159,N,1,DIABUDDIES
9160,A,4,Moderate
9161,N,2,sized
9162,N,3,Ketones
9163,^,1,Glycomark
9164,^,1,Reticulocyte
9165,^,1,Count
9166,N,3,latter
9167,N,1,marker
9168,A,1,rubbish
9169,N,2,Grief
9170,N,4,wake
9171,A,2,nicer
9172,A,1,selfish
9173,N,1,bgl
9174,N,1,activites
9175,^,1,Divali
9176,^,4,facebook
9177,^,1,Brown-Riggs
9178,A,1,paramount
9179,A,1,customized
9180,A,1,scattered
9181,N,4,hurts
9182,N,1,disappointments
9183,N,4,Release
9184,^,1,Hilton
9185,N,5,interview
9186,A,2,mandatory
9187,N,1,luncheon
9188,A,1,glazed
9189,N,1,luncheons
9190,^,1,Punta
9191,^,1,Cana
9192,N,1,buffets
9193,N,1,Mann
9194,A,1,Processed
9195,N,1,Vegetable
9196,A,6,Possible
9197,N,1,Loins
9198,N,1,fists
9199,^,1,Melinda
9200,^,1,Downie
9201,^,1,Maryniuk
9202,N,2,replay
9203,A,1,mistreated
9204,A,5,shared
9205,^,1,Non-starchy
9206,N,1,veggie-spiral
9207,N,1,boon
9208,^,1,quickMy
9209,^,1,Divabetic
9210,^,1,Natalie
9211,^,1,Strand
9212,^,1,HBAIC
9213,N,1,Profile
9214,N,1,Urea
9215,^,1,Creatinine
9216,N,1,Appointments
9217,^,1,Bengaluru
9218,^,1,ABC
9219,^,2,📉
9220,A,2,Much
9221,A,1,leaner
9222,N,2,Activities
9223,^,1,jacks
9224,A,1,iced
9225,A,3,unnecessary
9226,A,1,salted
9227,N,2,cash
9228,N,4,Prep
9229,N,1,BREAKFAST
9230,N,1,RECIPES
9231,N,3,aroma
9232,^,1,Jardiance
9233,A,1,nasty
9234,N,2,fam
9235,^,2,McDonald's
9236,N,1,wrapper
9237,N,2,whip
9238,N,1,neighbors
9239,N,1,dependant
9240,N,1,patch
9241,N,2,tummy
9242,N,5,mile
9243,A,2,determined
9244,^,2,Phylissa
9245,^,2,Deroz
9246,^,1,un_defeatedRemember
9247,A,1,un_defeated
9248,^,1,Mac
9249,N,1,breadcrumb
9250,^,5,dr
9251,^,1,ER
9252,^,6,Victoza
9253,^,1,T&T
9254,N,3,exhibitors
9255,^,1,Agri
9256,N,1,Stages
9257,N,1,Sessions/Seminars
9258,N,2,Nurses
9259,^,6,Children
9260,N,1,Swap
9261,N,1,lard
9262,N,1,rapeseed
9263,A,1,pouring
9264,N,1,steam
9265,N,1,balsamic
9266,N,1,dash
9267,A,1,semi-skimmed
9268,A,1,condensed
9269,N,1,Cottage
9270,N,1,ricotta
9271,N,1,cheeses
9272,^,1,matchbox
9273,N,1,bagel
9274,N,2,EXPO
9275,N,1,tickets
9276,^,1,NLCB/Via
9277,N,1,outlets
9278,N,1,spaces
9279,N,1,sweat
9280,N,3,min
9281,^,1,KFc
9282,N,3,encouragement
9283,A,1,skimpy
9284,A,1,fun-size
9285,N,1,temptations
9286,N,2,Counts
9287,N,1,fabric
9288,N,2,levels/menapause
9289,N,2,probiotics
9290,N,1,Necessity
9291,A,1,Rid
9292,N,1,wearable
9293,N,1,IMO
9294,^,1,Glucerna
9295,N,2,agave
9296,N,2,nectar/syrup
9297,^,1,FPG
9298,^,1,PPG
9299,^,1,Greenberg
9300,N,4,brains
9301,N,1,plated
9302,N,1,Internal
9303,N,1,Specialist
9304,^,1,IMS
9305,N,1,limbo
9306,A,1,appealing
9307,N,1,Y
9308,N,7,doesn't
9309,^,2,Johns
9310,N,2,self-manage
9311,N,4,popper
9312,N,2,edamame
9313,N,2,soybeans
9314,^,2,MedlinePlus
9315,N,2,Institutes
9316,Z,1,Health's
9317,^,1,Web
9318,N,1,Cardiologist
9319,N,1,Language
9320,^,1,Mimi
9321,^,3,Guarneri
9322,N,1,blogs
9323,^,1,Diana
9324,^,1,Aydin
9325,N,1,daylight
9326,A,1,instant
9327,N,5,Holidays
9328,N,1,dermatitis
9329,^,1,Benadryl
9330,N,1,allergy
9331,N,1,sugar/insulin
9332,^,1,Segne
9333,^,1,m
9334,^,1,pa
9335,^,1,gen
9336,^,1,pesonSee
9337,N,1,hopes
9338,A,1,late-night
9339,^,1,Rae
9340,^,2,HbA1c
9341,^,1,Glycomet
9342,^,1,S.R.
9343,N,4,battle
9344,A,2,propel
9345,N,2,packets
9346,A,4,12th
9347,^,1,Gajengi
9348,^,1,Shivaji
9349,^,1,Chowk
9350,^,1,SPEAKERS
9351,^,1,Tushar
9352,^,1,Rege
9353,^,2,Topic
9354,N,4,Foot
9355,^,1,Padmashree
9356,^,1,Alaka
9357,^,1,Deshpande
9358,^,1,🙏🏼🙏🏼🙏🏼
9359,N,2,pico
9360,^,2,gallo
9361,A,2,sour
9362,A,1,sober
9363,N,1,drunks
9364,N,2,shirt
9365,N,1,#Discussion
9366,^,3,#Endocrinology
9367,^,1,Conferences2018
9368,^,1,#Madrid
9369,A,1,#august
9370,N,1,CIDER
9371,N,1,VINEGAR
9372,A,1,fermented
9373,A,2,pickled
9374,^,1,Carol
9375,^,2,Johnston
9376,N,1,associate
9377,N,3,tablespoons
9378,N,1,esophagus
9379,N,1,enamel
9380,N,2,newbie
9381,N,3,BS
9382,N,1,depths
9383,N,1,daughters
9384,N,1,ribs
9385,N,1,cramping
9386,N,2,Conferences
9387,^,1,Madrid
9388,^,1,#August
9389,N,1,-diabetes
9390,N,2,croutons
9391,N,1,leanest
9392,N,2,tenderloin
9393,N,6,admin
9394,N,1,bunches
9395,A,1,miserable
9396,N,1,dbtes
9397,N,1,detoriated
9398,^,1,Gl
9399,A,1,controlable
9400,^,1,Ramadan
9401,A,1,Modern
9402,N,1,rinds
9403,A,2,go-to
9404,^,2,🍽👍
9405,^,2,Super
9406,^,1,Tips❗
9407,A,1,FAST
9408,N,1,FOOD
9409,A,1,bleak
9410,N,2,pros
9411,N,2,cons
9412,^,1,District
9413,N,1,Departments
9414,N,5,department
9415,^,1,District/Regional
9416,A,3,guided
9417,A,2,morbid
9418,N,3,sensations
9419,N,3,nails
9420,^,1,barefeet
9421,^,1,Goebel-Fabbri
9422,N,1,spine
9423,N,1,surgeries
9424,N,10,wish
9425,^,4,Crest
9426,N,4,Trail
9427,N,1,Fajita
9428,N,1,fare
9429,A,1,faithful-I
9430,A,2,unaware
9431,^,1,#WorldDiabetesDay
9432,A,1,verbal
9433,N,1,filter
9434,N,1,altercations
9435,A,1,GOOD
9436,N,1,DIETITIAN
9437,N,1,schemes
9438,N,1,hoot
9439,A,1,pre-diabetic
9440,A,2,odd
9441,N,7,four
9442,N,4,broth
9443,N,2,popsicles
9444,^,2,Jell-O
9445,N,3,toast
9446,N,2,quantities
9447,A,2,non-sweetened
9448,A,2,dehydrated
9449,N,2,Fahrenheit
9450,N,2,Sources
9451,^,2,Casa
9452,^,2,Sanchez
9453,N,3,Guacamole
9454,^,1,Hayward
9455,N,1,containers
9456,N,1,stiffness
9457,N,1,miscarriages
9458,N,1,stillbirths
9459,N,1,recalled
9460,^,1,Bay
9461,^,2,Area
9462,N,1,counties
9463,N,1,TRADER
9464,Z,1,Yorgo’s
9465,A,1,Flavored
9466,^,1,Unflavored
9467,^,1,Hommus
9468,N,1,Tahini
9469,N,1,Sauces
9470,N,1,Yogurt
9471,^,1,Grape
9472,^,1,Taboule
9473,N,2,thankyou
9474,^,1,hbc1
9475,N,1,Provider
9476,N,1,Subject
9477,N,1,Re
9478,^,1,Siliconindia
9479,A,1,Promising
9480,N,1,providers-
9481,^,2,Tanya
9482,^,2,Fri
9483,^,2,Jun
9484,N,2,GMT+0530
9485,A,1,signed
9486,A,1,scanned
9487,^,1,SiliconIndia
9488,^,1,Pinterest
9489,N,1,duplicates
9490,N,1,doughnut
9491,^,1,NFL
9492,N,1,stadium
9493,N,1,policy
9494,S,1,else's
9495,N,1,cousins
9496,A,1,unconquerable
9497,S,2,Men's
9498,N,2,honour
9499,N,1,Min
9500,^,1,Edu
9501,N,1,lecture
9502,N,3,brothers
9503,N,1,fathers
9504,A,1,inflammatory
9505,A,1,addicted
9506,A,2,cool
9507,N,1,gram
9508,A,2,diffrent
9509,N,1,batters
9510,A,1,baffled
9511,^,1,Walgreens
9512,^,1,medroxyprogesterone
9513,N,2,battery
9514,A,1,nauseated
9515,N,1,accu
9516,N,2,genetics
9517,N,1,stress/inflammation
9518,N,1,candle
9519,A,1,darkest
9520,Z,2,someone’s
9521,N,2,significance
9522,^,1,Roy
9523,^,1,Bennett
9524,N,1,ton
9525,^,1,bonbon
9526,A,1,Nutritional
9527,N,7,Servings
9528,N,1,Amount
9529,N,1,71mg
9530,^,1,Annette
9531,^,1,Ouellette
9532,A,2,lucky
9533,N,1,mountain
9534,N,1,tire
9535,N,1,headlamp🙂
9536,N,2,Aging
9537,^,1,Riomet
9538,^,1,Hydrochloride
9539,^,2,Oral
9540,A,1,Microbial
9541,N,2,Contamination
9542,^,1,graham
9543,^,1,Queen
9544,^,1,Glimepiride
9545,N,1,2mg
9546,N,1,idiot
9547,N,1,LADA's
9548,A,1,vegan/raw
9549,N,1,-pizza
9550,N,1,DRIVERS
9551,N,1,SEAT
9552,N,2,commute
9553,N,1,D-Management
9554,N,3,driving
9555,N,1,snapshots
9556,A,1,deserving
9557,N,2,teenagers
9558,A,1,incurable
9559,N,1,bedside
9560,N,2,pricks
9561,^,1,heroes
9562,N,1,fullest
9563,A,1,louder
9564,S,1,sugar's
9565,N,2,nobody
9566,N,1,alarms
9567,A,1,misunderstood
9568,S,1,people's
9569,N,1,perseverance
9570,A,1,auto-immune
9571,N,1,adults-
9572,N,1,tears
9573,N,1,glimpse
9574,N,1,doors
9575,^,2,Luke
9576,^,1,Jedi
9577,^,1,Jimmy
9578,^,1,Kimmel
9579,^,1,canderel
9580,A,9,Weekly
9581,A,2,intermittent
9582,N,1,vegetable-based
9583,A,1,depressed/guilty
9584,N,4,opinion
9585,N,1,cocoa/cider
9586,N,1,Egg
9587,N,1,nog
9588,N,1,cocoa
9589,N,1,betes
9590,N,2,Routine
9591,A,5,preventive
9592,N,1,brainer
9593,N,1,Pharmacist
9594,N,1,Choice
9595,N,1,Pads
9596,N,1,Sterility
9597,N,1,Assurance
9598,N,1,Quality
9599,N,1,FACTS
9600,A,1,modest
9601,A,2,secure
9602,^,1,tobbaco
9603,S,1,one's
9604,N,3,Post
9605,N,1,moods
9606,N,1,takeaways
9607,N,1,-Exercise
9608,N,7,Resistance
9609,N,2,sets
9610,N,1,repetitions
9611,N,1,rep.
9612,N,1,multi-joint
9613,N,2,movements
9614,N,1,bicep
9615,A,1,-Most
9616,N,1,paradox
9617,^,3,ACE
9618,A,1,nonpregnant
9619,A,1,insured
9620,N,2,referral
9621,N,402,are
9622,N,1,pins
9623,N,1,sugar-steadying
9624,A,2,super-sized
9625,Z,1,McDonald’s
9626,^,1,Maple
9627,^,1,Jamba
9628,^,1,Juice’s
9629,^,1,Berry
9630,^,1,Pecan
9631,^,1,Popsicles
9632,N,1,slush
9633,N,1,inhancers
9634,^,2,Costco
9635,N,2,dope
9636,N,1,fein
9637,^,2,Veggie
9638,A,1,FULL
9639,A,2,Deep
9640,N,2,mediocrity
9641,A,2,ordinary
9642,N,2,feats
9643,A,2,affluent
9644,N,2,counterparts
9645,N,2,sake
9646,A,2,remarkable
9647,N,3,occasion
9648,N,4,#diabetesawarenessmonth
9649,N,5,warriors
9650,N,1,traill
9651,N,4,streaming
9652,N,2,trek
9653,N,2,fave
9654,N,1,Humans
9655,N,143,will
9656,N,2,edges
9657,N,1,despair
9658,^,1,Kramer
9659,N,2,depth
9660,N,1,frustrations
9661,N,1,exasperation
9662,N,2,downs
9663,A,1,second-arrows
9664,N,1,turbulence
9665,N,1,mind-body
9666,N,1,perceptions
9667,A,3,deeper
9668,N,1,Acceptance
9669,N,1,every-day
9670,A,1,Invisible
9671,N,1,Elephant
9672,N,1,Breath
9673,N,2,Voice
9674,N,1,Humanities
9675,N,1,Justice
9676,^,1,Duke
9677,N,1,Ambassadors
9678,^,1,Kimberly
9679,^,1,Hislop
9680,N,1,bravery
9681,N,2,creation
9682,N,1,stability
9683,N,1,reservations
9684,A,1,indigenous
9685,N,1,cultivation
9686,A,1,wholesome
9687,N,1,catalyst
9688,A,2,inspiring
9689,N,2,self-reliance
9690,N,1,resourcefulness
9691,A,2,cultural
9692,N,1,incidence
9693,^,1,Northern
9694,^,1,Plains
9695,N,1,reservation
9696,N,1,nonreservation
9697,N,1,adversity
9698,N,1,dignity
9699,^,1,PATHSTAR
9700,A,1,boneless
9701,A,1,skinless
9702,N,1,shoulders
9703,A,4,shredded
9704,N,1,champ
9705,^,1,Saul
9706,A,1,preferable
9707,N,1,picadillo
9708,N,2,onions
9709,^,3,Carolina
9710,N,1,palpitation
9711,^,2,plaque
9712,A,1,Uncontrolled
9713,A,1,Genetic
9714,N,1,histories
9715,Z,1,family’s
9716,N,1,candidate
9717,^,1,Pixar
9718,N,1,peasant
9719,Z,1,Keller's
9720,N,1,adaptation
9721,N,1,tian
9722,A,1,impressive
9723,N,1,stack
9724,N,2,eggplant/aubergine
9725,A,1,skinnier
9726,A,1,all-time
9727,A,1,pureed
9728,N,2,sea
9729,N,1,tsp
9730,N,1,thyme
9731,N,1,parsley
9732,N,2,shallot
9733,N,1,clove
9734,A,1,yellow/summer
9735,^,2,Sea
9736,N,1,puree
9737,N,4,chopped
9738,N,4,baking
9739,N,1,mandolin
9740,N,1,mini-stacks
9741,N,1,stacks
9742,A,1,concentric
9743,N,1,spiral
9744,N,1,rounds
9745,N,1,Drizzle
9746,N,1,parchment
9747,N,1,rim
9748,A,1,gentler
9749,N,2,pies
9750,A,1,unlimited
9751,^,1,Namaha
9752,^,1,Pak
9753,A,2,Specific
9754,N,1,Doctor's
9755,^,1,GAD
9756,^,1,C-Peptide
9757,^,1,Lada
9758,A,1,Packaged
9759,A,1,ready-to-eat
9760,N,1,preservative
9761,Z,1,Nodine's
9762,N,1,Smokehouse
9763,^,1,Salmon
9764,N,1,Packages
9765,N,1,Monocytogenes
9766,^,1,Declutter
9767,N,1,predictors
9768,A,2,leather
9769,N,1,handbags
9770,N,1,#nohopecenter
9771,N,2,Years
9772,N,1,Party
9773,N,1,tray
9774,^,2,begining
9775,A,2,Jealous
9776,N,7,insecurities
9777,N,3,neurons
9778,N,1,failures/transplant
9779,N,1,indication
9780,N,2,Losers
9781,N,1,losers
9782,N,1,Confidence
9783,N,1,exceptions
9784,Z,1,anyone's
9785,N,1,Herbs
9786,^,1,Provence
9787,A,1,salt-free
9788,N,1,Dizziness
9789,N,1,fluctuation
9790,N,2,deficiencies
9791,A,1,Comfortable
9792,A,2,two-fold
9793,^,6,cannabis
9794,N,1,centres
9795,A,2,life-threatening
9796,N,2,usage
9797,A,1,causal
9798,A,2,garbanzo
9799,N,1,athletes
9800,N,1,mornings
9801,N,1,Headspace
9802,N,1,Twist
9803,A,1,never-ending
9804,A,1,minimalist
9805,N,2,sanctuary
9806,N,1,nightstand
9807,A,1,minimalistic
9808,N,1,papers
9809,N,5,debt
9810,N,1,finances
9811,N,2,loves
9812,A,1,conflicting
9813,N,3,Common
9814,Z,1,sugar—it's
9815,N,1,docs
9816,N,3,regards
9817,^,1,Basal
9818,N,1,diabetesbut
9819,A,1,Primary
9820,N,1,careteam
9821,N,2,titration
9822,N,1,caregivers
9823,A,1,Adequate
9824,N,2,manner
9825,N,4,friends/relatives
9826,N,1,webstie
9827,N,1,Invitation
9828,A,6,revolutionary
9829,N,1,Providers
9830,^,3,Silicon
9831,^,2,Grand
9832,N,1,macro's
9833,N,1,micro's
9834,N,1,eg
9835,A,1,congested
9836,N,4,sinuses
9837,N,1,plates
9838,^,1,Afrca
9839,A,1,proffesional
9840,^,1,Google
9841,A,1,Single
9842,^,5,Italy
9843,^,1,Rome
9844,^,1,Word
9845,^,1,Valencia
9846,N,4,County
9847,N,1,Digest
9848,A,1,Upcoming
9849,A,1,Active
9850,^,1,Crouch
9851,^,2,Lansing
9852,^,2,Ave
9853,^,6,MI
9854,^,1,AMVets
9855,N,3,Rd
9856,^,1,Baltimore
9857,^,1,48047
9858,^,1,Richert
9859,^,1,Manor
9860,^,1,Apartments
9861,^,1,Court
9862,^,1,St.
9863,^,1,Flint
9864,^,1,48503
9865,^,1,Mealtime
9866,^,1,Bootcamp
9867,^,1,Verkuilen
9868,^,2,Building
9869,^,1,Dunham
9870,N,1,Assembly
9871,N,1,Room
9872,^,1,Twp
9873,^,1,48036
9874,N,1,Families
9875,^,2,Sparrow
9876,N,1,Demonstration
9877,^,1,48192
9878,^,2,Carpenter
9879,N,1,Place
9880,^,1,Ypsilanti
9881,^,1,48197
9882,^,1,Year’s
9883,N,1,resolutions
9884,N,2,Father
9885,^,3,plantar
9886,N,1,fasciitis/spur
9887,N,1,Podiatrist
9888,N,1,Plantar
9889,N,1,Fasciitis
9890,N,4,Worldwide
9891,N,2,increases
9892,N,1,autoimmunity
9893,^,1,Adrian
9894,^,1,Liston
9895,^,1,Leuven
9896,N,1,defect
9897,N,2,Nature
9898,N,1,Genetics
9899,N,2,identification
9900,N,1,stillbirth
9901,Z,1,Mufa's
9902,Z,1,Pufa's
9903,Z,1,MyPlate’s
9904,N,1,sync
9905,N,1,smartwatch
9906,^,3,Start
9907,N,1,nursing
9908,A,1,unproven
9909,N,1,Discover
9910,A,1,quick-and-easy
9911,N,1,Steam
9912,^,1,choy
9913,^,1,acorn
9914,A,1,cherry
9915,A,1,Canned
9916,N,1,glow
9917,N,1,avocados
9918,N,1,radishes
9919,N,1,watercress
9920,N,1,Sip
9921,^,2,Heat
9922,N,1,lowsodium
9923,A,1,low-sodium
9924,A,2,seasonal
9925,N,1,in-season
9926,N,1,cost-effectiveness
9927,N,1,analogues
9928,^,6,LAIAs
9929,A,1,intermediate/long-acting
9930,^,6,ILAHI
9931,A,2,real-world
9932,N,1,METHODS
9933,A,1,Individual-level
9934,N,2,analyses
9935,N,1,population-based
9936,N,1,cohort
9937,N,1,propensity
9938,N,1,score-matched
9939,Z,1,Taiwan's
9940,N,1,Database
9941,A,2,third-party
9942,N,2,payer
9943,N,2,perspectives
9944,^,2,NNT
9945,N,4,e.g.
9946,N,5,DRCs
9947,N,1,Cost
9948,N,1,Pounds
9949,N,3,outpatient
9950,N,3,-GBP
9951,N,1,probability
9952,N,1,CONCLUSIONS
9953,N,4,Role
9954,^,1,Acid
9955,A,1,fetal
9956,N,2,impulse
9957,^,1,EPA
9958,N,1,pentaenoic
9959,^,1,DHA
9960,^,1,Docosahexaenoic
9961,A,1,structural
9962,A,1,cerebral
9963,N,6,cortex
9964,N,1,creativity
9965,N,1,emotion
9966,^,2,Omega-
9967,N,1,deficit
9968,N,3,vegetarians
9969,A,2,soya
9970,N,2,walnut
9971,N,1,Pregnancy
9972,N,1,Factors
9973,^,1,ADHD
9974,N,1,Inflammation
9975,A,1,Age-Related
9976,N,1,Decline
9977,N,1,Bone
9978,A,1,Menstrual
9979,N,1,bookstore
9980,N,1,rack
9981,^,1,insln
9982,N,1,vege
9983,A,1,Impossible
9984,N,1,philosophies
9985,N,1,challenges/challengers
9986,N,1,potentials
9987,N,1,challenges/challenger
9988,^,1,riced
9989,N,1,burst
9990,^,1,Canuck
9991,N,1,Spirals
9992,^,1,Crossword
9993,N,1,Puzzle
9994,^,1,Diamantina
9995,^,2,PDF
9996,A,1,Unreasonable
9997,A,2,unreasonable
9998,N,1,cars
9999,N,1,6month
10000,^,3,Kolhapur
10001,^,1,Mobile
10002,N,2,demo
10003,N,1,spot/at
10004,^,1,Koilhapur
10005,N,1,booking
10006,A,1,Disgusting
10007,N,1,feedback/accountability
10008,N,2,disbelief
10009,N,4,EST
10010,N,1,strains
10011,N,1,churches
10012,N,1,group🌺
10013,N,1,university
10014,A,1,preventative
10015,N,1,surfaces
10016,A,1,germy
10017,N,1,precaution
10018,N,1,cloud
10019,^,5,Lysol
10020,A,2,pre-washed
10021,N,1,drives
10022,A,1,purple
10023,N,1,Picture
10024,^,1,670g
10025,^,1,Tia
10026,N,1,PLATE
10027,N,1,METHOD
10028,N,1,differnces
10029,^,1,diabets
10030,N,1,60days
10031,N,4,border
10032,N,1,purchases
10033,N,1,resupply
10034,A,5,double
10035,N,1,maps
10036,N,2,followers
10037,^,2,st.
10038,^,1,IL
10039,N,1,Grain
10040,N,2,shadows
10041,^,2,Helen
10042,^,2,Keller
10043,N,1,tines
10044,N,3,dressing
10045,N,1,scam
10046,N,2,advise
10047,N,1,Anybody
10048,N,1,disciple
10049,N,1,heaviness
10050,^,1,Poornima
10051,N,3,mg/Dl
10052,^,1,Helaing
10053,N,3,food/diet
10054,N,1,initiation
10055,N,1,chakra’s
10056,N,1,disciples
10057,N,1,Solar
10058,N,1,Plexus
10059,^,1,Manipura
10060,N,1,tablets/insulin
10061,N,2,progrmme
10062,^,6,Switzerland
10063,N,1,Advances
10064,^,1,Metabolomics
10065,N,1,Systems
10066,N,1,Biology
10067,^,1,Zurich
10068,^,1,Philadelphia
10069,N,2,abstracts
10070,^,1,Thailand
10071,^,1,Coastal
10072,N,1,Programme
10073,A,1,31st
10074,A,1,jiggly
10075,^,1,Veltre
10076,N,3,#diabetics
10077,^,1,Barnard
10078,N,1,bet
10079,N,4,play
10080,N,1,sauna
10081,N,2,summit
10082,^,1,Jeniffer
10083,^,2,Tue
10084,^,1,Jul
10085,^,1,Kamath​
10086,N,1,enthusiasm
10087,A,3,Annual
10088,N,2,gathering
10089,N,1,certificates
10090,A,2,Associated
10091,N,2,Advance
10092,N,3,Keynote
10093,A,2,honored
10094,N,1,adventure
10095,^,1,NW
10096,N,1,triumphs
10097,N,1,journeys
10098,N,2,PCT
10099,N,1,coworkers
10100,^,1,goalsTo
10101,N,1,absence
10102,A,1,wondrous
10103,N,1,outcome
10104,A,3,Effective
10105,A,1,misguided
10106,S,2,tomorrow’s
10107,N,1,pages/groups
10108,^,1,Canadians
10109,N,1,realtives
10110,^,1,B.P.
10111,N,2,statement
10112,N,1,contries
10113,N,5,speakers
10114,N,1,medicines/new
10115,N,1,Confirmation
10116,^,4,IDDST-China
10117,^,1,mary
10118,N,1,e-mail
10119,N,2,organizing
10120,^,5,Jinan
10121,N,3,type-1
10122,N,3,type-3
10123,N,2,contributions
10124,^,1,IDDST
10125,A,4,renowned
10126,N,1,attendees
10127,A,1,three-day
10128,^,2,Laureate
10129,^,2,Forum
10130,N,1,Dialogue
10131,N,1,Matchmaking
10132,^,1,Silkroad
10133,^,1,Partnership
10134,N,3,Sessions
10135,^,1,Breaking
10136,N,1,Posters
10137,A,1,Cultural
10138,N,15,billion
10139,N,4,enterprises
