,pos,count,entity
31144,^,1,Dabal
31145,^,1,Bedmi
31146,^,1,Bedai
31147,N,1,flavorings
31148,^,1,Baida
31149,N,1,Flab
31150,^,1,Peninsula
31151,N,1,C.D.
31152,^,1,Burfiwala
31153,^,1,Marg
31154,^,2,Lane
31155,^,1,-400058
31156,^,1,Pakorey
31157,N,2,pakorey
31158,^,2,Kachori
31159,^,3,Madhya
31160,^,1,kachori
31161,^,1,Pyaaz
31162,^,1,KI
31163,^,1,Komol
31164,^,1,Momo’s
31165,^,1,Mangal
31166,^,1,Ooti
31167,^,1,Changaang
31168,^,1,Manipur
31169,^,1,mangal
31170,^,1,ooti
31171,^,1,Jadoh
31172,^,1,Meghalaya
31173,^,1,Chai
31174,^,1,Naan
31175,^,1,Kashmir
31176,N,2,chai
31177,N,1,bakarkhani
31178,^,1,Thukpa
31179,^,1,Ladakh
31180,^,1,Salli
31181,^,1,Par
31182,^,1,Parsi
31183,^,1,salli
31184,^,10,T1International
31185,N,1,archaeologists
31186,N,3,papyrus
31187,^,2,Thebes
31188,^,1,Ebers
31189,^,1,Papyrus
31190,N,4,B.C.
31191,N,1,Dynasty
31192,^,1,Hesy-Ra
31193,N,1,mentions
31194,A,1,Fast-acting
31195,N,1,reframing
31196,N,1,mummy
31197,N,1,Archaeologists
31198,N,1,artifact
31199,^,1,Greville
31200,^,1,Chester
31201,N,1,tomb
31202,^,1,Individualization
31203,N,1,Mummy
31204,A,1,mummified
31205,A,1,well-functioning
31206,N,1,dividends
31207,^,2,Sushruta
31208,^,1,sushruta
31209,^,1,Madhu
31210,^,1,meha
31211,N,1,Limitations
31212,N,2,secrete
31213,N,2,chlorpropamide
31214,^,2,Diabinese
31215,^,2,tolbutamide
31216,^,2,Orinase
31217,^,2,Glocotrol
31218,^,2,Glynase
31219,N,2,sorbitol
31220,^,2,Charaka
31221,^,1,caraka
31222,N,3,carbohydrate-to-insulin
31223,^,1,Dieticians
31224,^,3,Arateus
31225,^,1,Cappadocia
31226,^,1,Hellenistic
31227,N,1,nomenclature
31228,^,1,Diabaino
31229,A,109,developing
31230,^,1,naptime
31231,N,3,junior
31232,N,2,Breastfeeding
31233,N,1,infant’s
31234,N,1,45mg/dl
31235,N,2,Canons
31236,^,2,Avicenna
31237,^,4,Ali
31238,^,1,Al-Hussain
31239,^,2,Ibn
31240,^,1,Abdullah
31241,^,1,Sina
31242,^,41,CE
31243,N,1,encyclopedia
31244,^,1,Quanan
31245,^,1,Fi
31246,N,1,insipidus
31247,N,5,replacers
31248,N,1,hydrogenation
31249,^,1,Hydrogenation
31250,N,1,Flesh
31251,^,1,matula
31252,N,1,postmortem
31253,N,1,prosector
31254,N,1,allegory
31255,N,1,autopsy
31256,A,1,engorged
31257,A,1,Polyunsaturated
31258,A,1,Monounsaturated
31259,N,1,mixtures
31260,^,1,Safflower
31261,A,1,reduced-calorie
31262,N,2,replacer
31263,N,1,polydextrose
31264,N,1,solids
31265,N,1,hydrolysate
31266,^,1,simplesse
31267,^,1,Olestra
31268,N,1,Copper
31269,^,1,Nonnutritive
31270,N,1,sweetening
31271,N,2,Duct
31272,^,1,Georg
31273,^,3,Wirsung
31274,^,1,Monastery
31275,^,1,Padua
31276,A,1,greenish
31277,N,1,pellets
31278,^,1,Gail
31279,^,1,Proudman
31280,N,1,goddesses
31281,N,1,FAVOUR
31282,^,3,Willis
31283,Z,1,Willis’s
31284,^,1,pharmaceutice
31285,^,1,rationalis
31286,N,1,diabetes🍲
31287,N,1,rehearsal
31288,^,1,Medina
31289,A,34,caring
31290,N,2,gymnasium
31291,N,1,ills
31292,N,2,Mute
31293,N,1,news-
31294,A,1,audible
31295,A,1,muted
31296,N,2,Mentoring
31297,^,1,NAPNAP
31298,A,2,32nd
31299,^,6,GLUCAGON
31300,^,10,Danica
31301,Z,2,Carter's
31302,N,19,livestream
31303,N,17,announcement
31304,A,1,booted
31305,N,5,LIVESTREAM
31306,^,1,nondigestive
31307,^,7,CDAC
31308,^,22,NDEP’s
31309,^,5,HealthSense
31310,^,1,Perspective
31311,^,87,NIDDK’s
31312,^,74,Griffin
31313,^,7,Fradkin
31314,^,1,Tibor
31315,^,3,Roberts
31316,N,228,Moments
31317,^,5,Dermatology
31318,A,1,71st
31319,N,40,Meeting
31320,^,13,NIH-funded
31321,^,10,Nephrology
31322,^,6,NV
31323,N,1,fibrosis-related
31324,^,2,CFRD
31325,N,3,illustrations
31326,^,1,Q&As
31327,^,16,Joyner
31328,N,39,Clearinghouse
31329,^,5,Urological
31330,^,7,Gibbons
31331,^,13,Islander
31332,A,9,expanded
31333,N,18,Women’s
31334,A,222,updated
31335,A,1,Cystitis/Painful
31336,N,4,Bladder
31337,A,1,cystitis/painful
31338,Z,5,Director's
31339,A,4,state-of-the-art
31340,^,1,SPRINT
31341,N,11,Trials
31342,^,10,Southeast
31343,N,4,Assistants
31344,Z,9,NIH’s
31345,N,6,GRADE
31346,N,1,copyright
31347,^,3,IBD
31348,N,10,Tract
31349,N,1,Erection
31350,A,11,Urinary
31351,N,4,Incontinence
31352,Z,9,Father’s
31353,N,18,e-newsletter
31354,N,2,Abuse
31355,N,1,Alcoholism
31356,^,8,Ordene
31357,^,41,nuestra
31358,^,36,actualizada
31359,^,47,español
31360,^,29,usted
31361,N,32,saber
31362,^,3,actividad
31363,^,1,fisica
31364,^,40,línea
31365,N,1,bacterium
31366,^,1,Helicobacter
31367,A,1,renewable
31368,^,1,Polyps
31369,^,5,Clearinghouses
31370,^,8,urologic
31371,A,4,NIDDK-supported
31372,A,9,fiscal
31373,^,3,Islanders
31374,^,7,grantees
31375,^,16,Robert
31376,^,2,Lefkowitz
31377,^,1,Kobilka
31378,^,1,G-protein-coupled
31379,N,5,awardees
31380,N,3,Adolescent
31381,N,1,CHARGE
31382,A,4,Lactose
31383,^,3,Underactive
31384,A,4,underactive
31385,N,1,violation
31386,^,5,Bethesda
31387,A,4,Overactive
31388,^,20,Urologic
31389,N,13,enlace
31390,A,2,NIAID-sponsored
31391,N,1,teen’s
31392,^,14,Sickle
31393,N,3,Trait
31394,^,3,Hemoglobinopathies
31395,^,3,overtreatment
31396,^,3,hemoglobinopathies
31397,A,4,NIH)-funded
31398,N,1,geographic
31399,A,1,large-for-gestational
31400,^,14,enfermedad
31401,N,12,personas
31402,^,2,Dermatitis
31403,^,2,Herpetiformis
31404,N,2,Manifestation
31405,N,6,factsheet
31406,^,1,Randomized
31407,^,1,Vesicoureteral
31408,N,1,demographic
31409,N,2,Administration's
31410,N,2,Newborns
31411,N,1,newborns
31412,^,5,Guía
31413,^,36,sickle
31414,^,4,NIH-supported
31415,N,1,estradiol
31416,A,1,serological
31417,^,5,Cómo
31418,^,12,prevenir
31419,^,10,problemas
31420,^,1,Controle
31421,N,2,checklists
31422,N,2,appropriations
31423,N,15,Look
31424,N,2,editon
31425,N,1,Diasease
31426,Z,1,percutaneous
31427,N,1,drug-eluding
31428,^,54,las
31429,^,3,vías
31430,^,5,urinarias
31431,^,2,hijos
31432,^,2,ALF
31433,A,1,NIDDK)-funded
31434,N,5,Exposition
31435,^,1,¡Es
31436,N,3,hígado
31437,^,1,Centro
31438,^,1,Coordinador
31439,^,1,Información
31440,^,32,sobre
31441,^,1,Enfermedades
31442,^,1,Digestivas
31443,^,4,NDDIC
31444,N,3,siglas
31445,^,5,inglés
31446,N,4,materiales
31447,^,4,Aprende
31448,^,15,más
31449,^,1,tipos
31450,N,1,condiciones
31451,N,9,del
31452,N,2,maneras
31453,^,23,¡Revisa
31454,^,29,recién
31455,^,4,Esta
31456,^,4,hoja
31457,^,4,informativa
31458,^,16,explica
31459,^,18,riñones
31460,^,2,incluso
31461,^,2,insuficiencia
31462,^,26,clic
31463,^,31,aquí
31464,^,29,ver
31465,^,6,Jake
31466,^,1,Liang’s
31467,^,23,D.C.
31468,^,6,Liang
31469,N,1,141st
31470,A,11,Outstanding
31471,^,1,kidneydiseases
31472,^,5,Mantenga
31473,^,5,sanos
31474,^,5,corazón
31475,^,3,vasos
31476,^,2,sanguíneos
31477,^,24,folleto
31478,^,4,daño
31479,N,8,puede
31480,A,3,tratar
31481,N,1,estas
31482,N,2,complicaciones
31483,^,3,publicacion
31484,^,1,actulaizada
31485,^,1,espanol
31486,^,5,medicinas
31487,A,2,linea
31488,^,1,lenguaje
31489,^,1,llano
31490,N,1,padres
31491,^,1,niño
31492,^,3,tiene
31493,^,3,infección
31494,N,6,cómo
31495,^,4,hacer
31496,^,2,pruebas
31497,^,2,evaluar
31498,^,1,Creutzfeldt-Jacob
31499,N,2,Resource
31500,^,1,hGH
31501,^,2,Creutzfeldt-Jakob
31502,^,1,CJD
31503,N,1,Smokeout
31504,A,3,Pituitary
31505,A,3,Comprehensive
31506,N,1,Report)
31507,^,12,Gastroesophageal
31508,^,9,GER
31509,^,4,Foodborne
31510,N,1,Summary)
31511,A,1,Solitary
31512,A,3,solitary
31513,N,1,Diversion
31514,N,2,diversions
31515,^,1,nephrostomy
31516,N,1,catheterization
31517,^,1,urostomy
31518,N,1,diversion
31519,N,8,Connection
31520,^,4,Yanovski
31521,^,1,BioCentury
31522,^,3,Ellen
31523,^,2,Leschek
31524,N,6,gestacional
31525,N,2,adelante
31526,^,11,ordenar
31527,^,13,copias
31528,^,14,gratis
31529,N,1,Diverticular
31530,^,1,Durante
31531,N,1,fiestas
31532,^,2,mantenerse
31533,^,1,activo
31534,^,1,podría
31535,^,5,ayudar
31536,^,1,controlar
31537,^,6,Revisa
31538,^,2,¿Es
31539,N,2,persona
31540,^,6,esta
31541,^,2,temporada
31542,N,2,vacaciones
31543,^,2,Asegúrese
31544,^,4,está
31545,^,2,preparado
31546,^,2,algunas
31547,^,2,imprescindibles
31548,^,5,grantee
31549,^,73,Director’s
31550,A,1,o-heart
31551,^,2,Go4Life
31552,A,2,momentous
31553,^,1,HHS)
31554,^,1,Storify
31555,^,1,villous
31556,N,2,lymphoma
31557,N,1,thyroiditis
31558,N,1,AMP
31559,N,1,diagnostics
31560,N,2,erythematosus
31561,^,1,Perineal
31562,^,1,Injury
31563,N,1,Males
31564,A,1,perineal
31565,^,1,Hemochromatosis
31566,^,1,hemochromatosis
31567,^,2,Ménétrier’s
31568,Z,2,Ménétrier's
31569,^,5,¡Abril
31570,^,7,salud
31571,^,5,minorías
31572,^,1,Fl
31573,^,3,ANNA
31574,^,2,Anaheim
31575,^,1,Cystocele
31576,^,1,cystocele
31577,N,1,biopsy-confirmed
31578,N,15,disparities
31579,N,4,Finale
31580,^,2,NKF
31581,N,3,Meetings
31582,^,1,Galileo
31583,^,1,Galilei
31584,A,1,mind-boggling
31585,A,5,hands-on
31586,^,6,Booth
31587,N,6,Peek
31588,N,2,homeschoolers
31589,N,9,preview
31590,N,2,expo
31591,N,3,exhibits
31592,^,6,Walter
31593,N,2,public)
31594,^,2,K-12
31595,N,12,STEM
31596,N,4,Festival’s
31597,N,2,X-STEM
31598,N,7,presentations
31599,N,2,visionaries
31600,^,19,Francis
31601,^,32,Collins
31602,^,2,Barack
31603,^,3,Obama
31604,N,2,child(ren
31605,N,3,Admission
31606,^,8,prevención
31607,^,11,síntomas
31608,^,7,modos
31609,^,4,infecciones
31610,^,2,urinaria
31611,^,5,revisa
31612,A,3,discute
31613,N,6,como
31614,N,2,evitar
31615,N,2,repetidas
31616,^,1,Proteinuria
31617,N,2,proteinuria
31618,A,4,Fecal
31619,^,4,presenta
31620,^,7,información
31621,^,2,formato
31622,^,2,interactivo
31623,^,2,gente
31624,N,2,educadores
31625,N,2,planear
31626,^,2,medicina
31627,^,2,objetivos
31628,^,14,tratamiento
31629,A,1,Glomerular
31630,A,1,glomerular
31631,^,1,glomerulosclerosis
31632,^,1,glomerulonephritis
31633,A,1,41st
31634,^,10,Nashville
31635,^,1,Nephritis
31636,^,2,SLE
31637,A,13,NIDDK-funded
31638,^,1,START
31639,^,1,Biliary
31640,^,1,Cirrhosis
31641,^,1,ARRA
31642,N,1,stimulus
31643,A,12,biomedical
31644,N,1,antimicrobial
31645,N,1,vesicoureteral
31646,^,29,NHLBI
31647,N,5,42nd
31648,N,1,dkNET
31649,^,1,Hawaiians
31650,N,2,BPH
31651,A,1,large-print
31652,^,3,AANP
31653,N,2,undertreatment
31654,^,3,ENDO
31655,^,2,NASN
31656,A,2,46th
31657,^,1,FBI
31658,A,1,anti-rejection
31659,N,2,stem-cell
31660,N,3,Determinants
31661,^,5,TEDDY
31662,N,6,briefly
31663,N,19,donors
31664,A,2,racial/ethnic
31665,N,1,#lupus
31666,^,1,Clinitest
31667,N,1,artifacts
31668,A,3,75th
31669,A,1,old-fashioned
31670,A,1,flu-like
31671,N,1,sumac
31672,^,1,PBSC
31673,Z,1,Down's
31674,N,29,Advocates
31675,N,4,anchor
31676,^,1,Keba
31677,A,2,easy-to-make
31678,N,2,ballroom
31679,N,1,Consumir
31680,A,1,mucho
31681,N,2,sodio
31682,^,1,provocar
31683,^,1,presión
31684,^,1,alta
31685,N,1,acelerar
31686,N,1,progreso
31687,^,2,Trata
31688,N,1,consumir
31689,N,1,miligramos
31690,^,1,Dmitri
31691,Z,1,Young’s
31692,A,2,stunning
31693,^,1,Kid-Friendly
31694,^,1,Meatballs
31695,^,1,Post’s
31696,N,4,Player
31697,^,1,Patti
31698,^,1,LaBelle
31699,N,1,ribbons
31700,^,2,Si
31701,^,1,gusta
31702,^,1,lomo
31703,^,1,pastelón
31704,N,1,plátano
31705,N,1,yuca
31706,A,1,platos
31707,N,1,latinos
31708,^,19,Smile
31709,^,5,Cameron
31710,^,2,Nicholas
31711,^,1,Prichard
31712,^,1,Ala
31713,^,1,Además
31714,N,1,otros
31715,N,4,factores
31716,N,2,Schools
31717,N,2,marketplaces
31718,Z,10,Association's
31719,^,2,Gavlak
31720,N,3,grandchild
31721,A,2,3-year-old
31722,Z,2,Alex’s
31723,N,2,Infants
31724,^,1,atresia
31725,^,2,corticosteroid
31726,^,1,Kaitlin
31727,N,6,mosaic
31728,N,2,Chances
31729,^,1,RFAs
31730,N,1,reapplication
31731,N,2,brain’s
31732,N,1,habit-forming
31733,N,1,HIRN
31734,N,3,Advancement
31735,^,13,Lawrence
31736,^,5,Agodoa
31737,N,1,Coordination
31738,N,1,portability
31739,^,1,CSPAN
31740,^,1,C-SPAN
31741,^,2,PERL
31742,^,2,Peptic
31743,^,1,nonsteroidal
31744,^,7,peptic
31745,^,1,NSAID-induced
31746,^,1,Intoxicaciones
31747,N,2,alimentos
31748,^,1,habla
31749,N,1,asociadas
31750,N,1,estrategias
31751,A,1,Pylori-induced
31752,^,2,Trent
31753,^,4,Redskins
31754,N,1,Weeknight
31755,^,6,Throwback
31756,N,1,Passion
31757,A,46,Whether
31758,Z,1,Colleen’s
31759,N,4,Appreciation
31760,^,3,Deborah
31761,A,3,first-hand
31762,^,3,______
31763,N,6,Rider
31764,^,2,Connie
31765,^,3,Latino
31766,^,4,Brett
31767,N,1,eToolkit
31768,A,1,discreet
31769,N,1,workstation
31770,A,1,lower-body
31771,^,2,Karla
31772,Z,3,NASCAR's
31773,^,1,Insulinhopes
31774,^,6,Hagan
31775,N,17,kicks
31776,^,2,Ratner
31777,^,6,Rhonda
31778,A,1,SCIENTIFIC
31779,N,2,SESSIONS
31780,N,1,suspicion
31781,A,1,counterintuitive
31782,^,1,#2015ADA
31783,A,1,pre-programmed
31784,^,4,tailored
31785,A,2,All-American
31786,N,1,Cuisine
31787,N,5,Strider
31788,Z,1,Regina’s
31789,A,2,eldest
31790,^,1,Jocey
31791,^,4,_____
31792,^,2,v
31793,^,2,Burwell
31794,A,7,high-quality
31795,N,1,Court’s
31796,N,4,Riders
31797,^,6,McGraw
31798,Z,1,Robyn’s
31799,N,1,Spaces
31800,A,1,Four-year-old
31801,^,1,Marissa
31802,^,3,Carolyn
31803,Z,1,Annie’s
31804,N,2,Crab
31805,N,3,fundraisers
31806,A,58,inspired
31807,Z,1,Weed’s
31808,^,1,Rollerblading
31809,N,1,pastimes
31810,Z,1,Lance’s
31811,Z,1,Mark’s
31812,N,1,sizzle
31813,^,1,Rack
31814,^,1,Caper
31815,Z,1,Cyndee’s
31816,N,1,Affiliates
31817,N,4,administrators
31818,^,10,#StopDiabetes
31819,^,1,Gabriel
31820,A,1,longer-than-usual
31821,N,34,hashtag
31822,^,6,Chase
31823,^,1,Maudene
31824,^,1,Nelson
31825,A,1,Official)’s
31826,N,2,Movie
31827,^,1,Paul’s
31828,N,1,Pledge
31829,^,1,Lauderdale/West
31830,N,5,Foodie
31831,^,3,AmericanDiabetes
31832,A,4,BLANK
31833,^,1,__________
31834,N,1,moons
31835,A,8,back-to-school
31836,^,3,Daja
31837,N,3,Dial
31838,N,2,panelist
31839,^,1,Roach
31840,N,1,directive
31841,N,2,Attorney
31842,^,3,September/October
31843,^,1,Amazon.com!
31844,^,1,Christy
31845,^,1,Parkin
31846,^,3,MSN
31847,N,1,Antibacterial
31848,^,1,Blank
31849,N,3,lifetimes
31850,^,1,Arden
31851,A,3,slimmer
31852,^,2,Kelvis
31853,^,2,Ingrid
31854,^,1,Veracruz-style
31855,N,1,fish)
31856,^,2,Schrenk
31857,A,4,astounding
31858,Z,1,Revlon’s
31859,^,11,Revlon
31860,^,1,¿Tiene
31861,A,1,quiere
31862,N,1,recibir
31863,^,1,noticias
31864,^,1,GRATUITO
31865,^,2,Alto
31866,N,2,correo
31867,N,2,electrónico
31868,^,3,página
31869,S,2,woman’s
31870,^,3,Cedric
31871,N,2,Entertainer
31872,^,6,Sierra
31873,^,6,Sandison
31874,^,1,Dominique
31875,^,1,Wilkins
31876,^,5,NRG
31877,^,1,Dustee
31878,N,1,cape
31879,N,2,legislatures
31880,^,4,Dennis
31881,^,1,Villareal
31882,A,1,tailor-made
31883,^,1,iPod
31884,N,2,Docket
31885,A,1,noteworthy
31886,Z,6,Forecast’s
31887,Z,1,Yang’s
31888,N,1,inaccessibility
31889,^,5,DJ
31890,^,1,Enuff
31891,N,1,Association-Greater
31892,N,1,York’s
31893,A,1,Three-year-old
31894,N,2,Micaiah
31895,^,1,Yamhill
31896,Z,1,Micaiah's
31897,N,1,strawberry-lemon
31898,A,2,12-month
31899,N,1,e-newsletters
31900,N,1,#BigBlueTest
31901,^,5,Goldfarb
31902,^,4,O'Clock
31903,^,4,Scramble
31904,Z,1,Aviva's
31905,^,1,WUSA
31906,Z,1,9’s
31907,^,2,Roane
31908,N,2,higi
31909,^,3,Ronaldo
31910,^,3,Linares
31911,N,1,time-saving
31912,^,3,Thunderclap
31913,^,1,Robyn
31914,^,1,Webb
31915,A,1,multi-talented
31916,^,1,#30DaysofLOL
31917,Z,1,Fitbit’s
31918,^,2,#FitForGood
31919,^,5,#EatWellAmerica
31920,N,1,palate
31921,^,2,SodaStream
31922,^,5,#StepOnUp
31923,A,2,sensational
31924,A,2,frightful
31925,A,2,Delightful
31926,A,1,#Total
31927,N,96,Stop
31928,^,1,Seelig-Brown
31929,N,1,twists
31930,Z,1,Barbara’s
31931,N,1,remainder
31932,^,32,#GivingTuesday
31933,^,20,#NIH
31934,A,1,repurposed
31935,Z,1,Seelig-Brown’s
31936,A,1,Braised
31937,^,1,Pancetta
31938,N,1,Total's
31939,^,1,Anisha
31940,^,1,Dharshi
31941,Z,2,Arden's
31942,A,2,two-year-old
31943,^,1,Liam
31944,Z,1,Ronaldo’s
31945,N,1,Bites
31946,N,1,carcinoid
31947,S,3,magazine's
31948,^,1,President-Elect
31949,N,2,exclusion
31950,A,2,non-Hispanic
31951,^,4,Jeremy
31952,Z,1,Jeremy’s
31953,A,1,20-year-old
31954,^,15,Hannah
31955,^,1,Yang
31956,Z,14,nation’s
31957,A,3,honorary
31958,^,2,Merck
31959,^,1,Tri-state
31960,N,3,hurdles
31961,N,70,takes
31962,^,1,Puppies
31963,N,2,collab
31964,^,1,Dreamflight6000
31965,N,1,DITL
31966,^,17,Katie
31967,^,3,Madison
31968,Z,1,CDN’s
31969,^,1,SAC
31970,^,1,Corps
31971,^,1,Ebola
31972,N,1,pat-down
31973,N,2,checkpoints
31974,^,1,Arianna
31975,A,1,hilly
31976,N,1,terrain
31977,N,1,mourning
31978,^,1,Shuffield
31979,^,1,Newgent’s
31980,Z,17,NIDDK's
31981,N,1,DDW)
31982,^,1,#DDW15
31983,A,3,Engaging
31984,N,1,workforces
31985,N,1,memberships
31986,N,3,Lives
31987,^,1,Here℠
31988,N,3,designees
31989,^,8,Radio
31990,N,2,nomination
31991,^,1,Sheriff’s
31992,N,4,parody
31993,^,2,karaoke
31994,^,2,Macklemore
31995,^,2,Fetty
31996,^,2,Wap
31997,^,1,HD
31998,^,1,Raj
31999,N,1,mashup
32000,^,1,Johnny
32001,^,3,Meghan
32002,^,1,Trainor
32003,^,1,Metallica
32004,^,1,Katy
32005,^,1,Perry
32006,N,1,Lazer
32007,^,1,Stevie
32008,^,1,Nicks
32009,A,3,entertaining
32010,Z,1,yoga’s
32011,A,1,17-year-old
32012,^,1,Philander
32013,^,1,Erykah
32014,^,1,#PrecisionMedicine
32015,^,1,#CysticFibrosis
32016,^,1,#Ebola
32017,N,1,#grants
32018,N,2,kidney-related
32019,N,1,five-spice
32020,^,1,Sichuan
32021,N,1,fennel
32022,N,1,STEPS
32023,^,1,Tolerability
32024,N,1,Efficacy
32025,^,5,Norbert
32026,^,3,Jess
32027,N,17,Pathway
32028,N,1,transformational
32029,N,3,climbers
32030,N,1,sky's
32031,^,1,Panthers
32032,^,7,Kyle
32033,A,3,Hispanic/Latino
32034,^,6,co-funded
32035,^,1,Kira
32036,N,1,attorneys
32037,N,1,bono
32038,^,1,McWilliams
32039,N,1,#metabolism
32040,^,3,Delong
32041,^,1,¿Prefiere
32042,^,1,leer
32043,^,3,3/31
32044,^,3,Chapel
32045,N,1,Deanelle
32046,^,1,Simintha’s
32047,N,7,Mudder
32048,N,1,takeout
32049,A,1,Asian-inspired
32050,^,1,Stir-Fry
32051,^,1,Roll-Ups
32052,^,1,Mendelsohn
32053,A,1,one-hour
32054,^,1,#AskTheRD
32055,N,2,Moves
32056,N,4,Association-funded
32057,^,1,Hasson
32058,^,8,Childhood
32059,N,9,Disparities
32060,Z,1,Hasson’s
32061,S,1,Matthew’s
32062,^,6,Ethan
32063,^,1,Halman
32064,^,2,#prediabetes
32065,A,1,trendy
32066,A,2,customizable
32067,^,2,Hill-Briggs
32068,^,1,ABPP
32069,^,3,Malik
32070,Z,3,Taylor's
32071,^,1,Firs
32072,N,2,etiquette
32073,N,6,nominees
32074,N,1,#fed
32075,Z,5,People’s
32076,Z,6,magazine’s
32077,^,2,Strip
32078,A,1,Smothered
32079,N,3,testament
32080,A,16,closed-loop
32081,A,2,developmental
32082,N,6,rides
32083,N,2,alefacept
32084,^,19,#Type1diabetes
32085,N,1,gloom
32086,^,28,Capitol
32087,^,6,Phife
32088,Z,2,Dawg's
32089,N,1,Nutshell
32090,N,12,generosity
32091,N,14,Tackle
32092,^,10,#TeamTackle
32093,A,33,dedicated
32094,^,2,Hillary
32095,^,1,Simintha
32096,N,4,RFI
32097,^,4,NIH-wide
32098,^,13,Strategic
32099,N,4,framework
32100,^,2,#Sammies2015
32101,^,1,NewsChannel8
32102,A,1,maternal
32103,^,14,Andrew
32104,N,1,bull's-eye
32105,^,3,ACD
32106,^,1,Cori
32107,^,1,Bargmann
32108,^,1,Haskell
32109,^,2,Hobbs
32110,^,1,Lipkin
32111,N,1,Limb
32112,Z,1,Cure’s
32113,^,2,Kerry
32114,^,1,Bellingham
32115,^,2,Kiara
32116,Z,1,Kerry’s
32117,^,5,Aiden
32118,^,3,Hudson
32119,N,13,Sports
32120,N,5,e-toolkit
32121,N,5,Drive
32122,^,4,Dont’a
32123,^,5,Hightower
32124,Z,1,Duane’s
32125,^,5,Olivia
32126,N,1,Destination
32127,N,1,Races
32128,A,1,Slow-Roasted
32129,^,1,Cod
32130,N,3,storytelling
32131,A,3,11-year-old
32132,^,1,Fitbits
32133,^,1,Jawbones
32134,^,1,Myra
32135,N,3,instructor
32136,A,17,tax-deductible
32137,N,1,celastrol
32138,N,1,thunder
32139,N,1,vine
32140,A,1,brown-like
32141,N,13,riders
32142,N,1,Raspberry-Walnut
32143,N,1,Vinaigrette
32144,N,2,Egyptians
32145,^,1,Andrés
32146,A,1,week-long
32147,A,1,stumbling
32148,N,4,dollar-for-dollar
32149,Z,3,Administration’s
32150,^,1,Timothy
32151,N,3,Legends
32152,A,4,longtime
32153,N,1,#bloodpressure
32154,^,1,#NHLBI
32155,^,3,Nichole
32156,^,1,Carefree
32157,^,3,Gu
32158,A,1,autonomous
32159,^,8,Damiano
32160,^,1,FASH
32161,^,2,FAHA
32162,^,3,FACP
32163,A,1,non-fatal
32164,A,2,biologic
32165,^,4,Fisher
32166,^,2,Marisa
32167,^,2,Hilliard
32168,N,3,QOL
32169,A,1,middle-aged
32170,^,6,IBM
32171,N,2,computing
32172,A,4,first-of-its-kind
32173,N,3,developers
32174,A,4,low-income
32175,N,1,group-style
32176,^,24,ICYMI
32177,N,7,liraglutide
32178,A,6,experimental
32179,^,1,Silvio
32180,^,1,Inzucchi
32181,^,5,Denver
32182,^,1,#3804
32183,N,7,Outcomes
32184,A,1,#digestive
32185,N,58,Ambassador
32186,^,2,Netten
32187,Z,2,Reed’s
32188,N,1,trampoline
32189,^,16,Fund
32190,^,1,4D
32191,^,1,Nucleome
32192,N,2,Behavior
32193,^,2,Lasker
32194,N,3,Scholar
32195,A,3,early-stage
32196,N,4,translational
32197,A,3,intramural
32198,^,1,Pole-vaulting
32199,^,1,BMX
32200,N,1,CC
32201,A,1,NIH)-led
32202,A,1,Accelerated
32203,N,1,#AMP
32204,A,1,open-access
32205,N,5,searching
32206,N,3,t-shirts
32207,A,1,high-resolution
32208,N,2,blueprint
32209,A,1,newborn
32210,A,1,epithelial
32211,^,5,cell-based
32212,^,11,Stephanie
32213,^,1,Bradshaw
32214,^,1,Speedway
32215,N,1,Observer
32216,N,4,campers
32217,^,3,Obum
32218,^,3,Gwacham
32219,N,1,programs—they’ve
32220,A,1,invincible
32221,Z,2,Eric’s
32222,^,2,Sylvia
32223,^,1,Maudsley
32224,^,15,Affordable
32225,^,35,Act
32226,N,2,captions
32227,A,1,unlawful
32228,N,1,windowsill
32229,^,1,Georgie
32230,^,1,July/August
32231,^,22,#type1diabetes
32232,N,2,Bags
32233,N,25,protections
32234,N,6,Toolkit
32235,N,1,hydroxyurea
32236,^,2,Holdgreve
32237,N,1,Sausages
32238,^,2,Walker
32239,^,3,Lynda
32240,^,3,Brooke
32241,^,1,Jessi
32242,N,1,Trails
32243,A,2,18-year-old
32244,^,3,BuzzFeed
32245,^,3,HIV/AIDS
32246,^,1,#WorldAIDSDay
32247,^,12,Arzon
32248,A,2,Back-to-school
32249,^,1,Marcie
32250,^,1,Katina
32251,Z,1,Lynda’s
32252,N,23,sponsor
32253,N,15,camps
32254,N,1,trampolines
32255,S,1,McKenzie’s
32256,A,1,school-sponsored
32257,^,9,Lois
32258,A,1,supervisory
32259,N,1,rapport
32260,N,1,re-read
32261,Z,1,TSA’s
32262,N,1,-ounce
32263,N,4,misunderstandings
32264,N,6,urgency
32265,^,2,Desmond
32266,^,2,Schatz
32267,^,2,Huffington
32268,^,7,Ruden
32269,N,3,policymakers
32270,^,1,ChallengeDiabetes
32271,N,1,Contest
32272,^,1,Chiang
32273,Z,2,Kimberly’s
32274,^,2,Payton
32275,Z,1,weather’s
32276,N,1,schoolers
32277,^,2,Kaylee
32278,^,1,Meghann
32279,N,5,tailgating
32280,A,1,Hyper
32281,N,1,Telephone
32282,N,1,e-health
32283,N,1,stuffers
32284,N,1,décor
32285,^,3,Earl
32286,^,1,Billie
32287,N,1,chef-on-the-rise
32288,N,3,contestants
